,fluxadjflux,TSLA,META,NFLX,ADBE,CRM,MSFT,INTC,XOM,PG,AMZN,NVDA,AAPL,JNJ,GOOGL,WMT,MA,BAC,PFE,PEP,V,JPM,GE,KO,DIS
2023-06-20,201.1667,274.45,283.248,434.7,485.86,215.7649,334.1537,34.3009,96.7657,141.8897,125.78,43.7881,183.4162,155.4474,122.6554,50.4109,370.8427,27.6998,35.5892,176.9562,223.4776,136.5385,82.3007,58.5107,88.6548
2023-06-21,181.7667,259.46,280.5683,424.45,477.48,208.4259,329.7155,32.2428,97.8491,143.1156,124.83,43.0255,182.3753,155.2106,120.1146,50.509,372.3473,27.412,35.1911,177.0708,224.2473,136.3374,83.1156,58.673,87.5583
2023-06-22,179.9,264.61,283.7959,422.48,477.58,212.1053,335.7946,32.0566,97.3121,143.604,130.15,43.0055,185.3891,156.8586,122.7052,50.9309,373.9906,26.8267,35.0373,178.9043,225.3723,133.7125,82.9337,59.0742,87.4102
2023-06-23,175.3,256.6,287.6313,424.02,484.72,208.9231,331.1587,32.3408,96.4642,142.177,129.33,42.1899,185.0718,156.726,121.8981,50.836,375.9803,26.6252,34.6483,177.682,226.5169,133.0132,82.1108,58.4534,87.0249
2023-06-26,160.9333,241.05,277.4103,415.94,479.51,206.2082,324.8127,32.674,98.2447,142.3207,127.33,40.6136,183.674,154.9738,117.9126,50.702,373.6144,26.9514,33.3728,176.5551,223.3099,133.3389,82.6409,58.4725,87.6176
2023-06-27,157.7,250.21,285.9577,417.08,489.27,207.6602,330.7138,33.4188,98.4896,143.671,129.18,41.857,186.4399,154.6518,117.9026,50.5188,377.9403,27.0953,32.9476,177.8252,224.3361,133.3485,83.0128,58.3483,87.9732
2023-06-28,158.6667,256.24,284.2044,429.84,482.43,210.9915,331.9791,32.8994,99.2904,143.6423,129.04,41.0983,187.6197,154.3393,119.7459,50.7935,376.3961,26.9322,32.83,175.4188,224.948,132.7641,84.6981,57.8039,87.746
2023-06-29,167.8,257.5,280.4586,428.24,483.77,209.2612,331.1883,32.2526,100.515,143.0581,127.9,40.8035,187.9568,155.419,118.6698,50.4502,383.7611,27.4983,32.6762,175.5907,231.2239,137.4007,85.244,57.3263,87.8645
2023-06-30,165.1667,261.77,285.8879,440.49,488.99,210.0866,336.615,32.772,101.0331,145.3182,130.36,42.2828,192.299,156.7639,119.2676,51.3985,389.3343,27.5271,33.1828,176.8703,234.3421,139.3262,86.9134,57.5173,88.1905
2023-07-03,179.4333,279.82,284.9315,441.44,485.21,210.4744,334.0944,32.9484,101.2309,146.0461,130.22,42.3938,190.802,154.7086,119.4669,51.732,389.9877,28.0164,33.1556,177.2332,234.8257,140.447,85.6712,57.8612,89.3956
2023-07-05,159.4,282.48,293.2498,445.9,487.26,212.6324,334.2526,31.8606,100.7128,145.7971,130.38,42.2978,189.6817,154.1972,121.3102,51.7026,390.7499,27.9013,32.9837,178.169,236.2861,139.5114,85.964,58.291,88.6943
2023-07-06,162.0333,276.54,290.8788,438.84,481.29,208.9728,337.3366,31.3314,96.9541,145.5576,128.36,42.0839,190.1576,153.0512,119.6762,51.3756,389.7387,27.1337,32.2329,178.1881,235.7237,138.1321,84.9512,57.8421,87.6571
2023-07-07,165.8,274.43,289.4244,438.1,485.27,208.4259,333.3333,31.2138,97.1802,142.5026,129.78,42.4837,189.0373,150.8255,119.0484,50.1918,385.3173,27.3736,32.1424,174.8268,233.3258,139.222,85.6633,57.078,87.5583
2023-07-10,193.8333,269.61,292.9808,441.71,496.35,211.628,328.0054,32.086,98.6215,142.5601,127.13,42.1609,186.9852,151.0718,116.0294,50.6464,388.7672,27.4983,32.2781,175.9918,235.0132,140.0033,87.5161,56.6482,87.0249
2023-07-11,216.3,269.79,297.1549,440.21,504.74,219.9415,328.6381,32.6348,99.8273,141.8131,128.78,42.3858,186.4598,150.2383,116.7169,50.5712,394.3584,27.8437,32.5857,175.6862,237.3716,142.1928,88.0624,56.8488,88.398
2023-07-12,200.1667,271.99,308.1628,444.05,507.36,226.0176,333.3135,33.3012,100.3172,142.5506,130.8,43.8821,188.1352,149.7175,118.5004,50.6987,397.2234,28.1699,32.5586,174.9127,239.0096,142.8969,88.0466,57.1544,89.0499
2023-07-13,205.1,277.9,312.2173,450.38,517.28,229.0904,338.7106,33.1934,98.4802,142.6463,134.3,45.9561,188.8986,150.4088,124.0902,50.4011,397.0945,28.4674,32.6219,179.0762,240.0951,143.5914,88.1099,57.6415,89.366
2023-07-14,187.6667,281.38,307.6946,441.91,514.83,228.0562,341.2608,32.4878,95.0889,143.6997,134.68,45.4484,189.0473,151.4127,124.967,50.5744,399.0276,27.9301,32.8571,179.7255,239.9471,144.4595,87.3182,58.1668,87.5386
2023-07-17,204.1667,290.38,309.438,450.05,522.0,226.7336,341.7452,33.6834,95.5034,142.6846,133.56,46.4399,192.3188,150.6551,124.1998,50.6366,398.7203,28.2083,32.441,177.2618,240.7661,147.9415,87.9991,58.0809,84.5159
2023-07-18,209.8,293.34,310.8625,474.8,532.23,226.3657,355.3466,33.8108,95.07,142.9528,132.83,47.4725,192.0611,150.6456,123.313,50.545,394.7153,29.4556,32.7847,176.135,237.5887,148.2115,87.9357,57.8516,84.9012
2023-07-19,198.0,291.26,314.8075,477.59,527.17,233.0682,350.9874,33.7716,95.7295,143.9296,135.36,47.0556,193.4193,150.3425,121.5892,50.5614,394.8243,30.252,32.9657,177.8634,238.2301,148.7806,87.0094,58.8736,85.9779
2023-07-20,187.8667,262.9,301.3688,437.42,516.88,226.8927,342.872,32.7034,97.4157,145.0967,129.96,45.4993,191.4663,159.4726,118.7694,51.4966,394.6162,30.4055,33.2642,180.7664,236.4539,150.6133,88.0783,59.59,85.158
2023-07-21,179.6,260.02,293.1402,427.5,520.23,226.7933,339.8078,33.3404,97.8679,147.3806,130.0,44.2889,190.2865,161.1868,119.5865,51.7876,394.0511,30.6838,33.8341,181.5876,236.0888,149.4558,87.3577,59.6377,86.1161
2023-07-24,171.6333,269.06,290.5003,428.37,523.86,224.4066,341.1324,32.9582,99.4034,147.8529,128.8,44.5918,191.0895,162.0297,121.091,52.0917,401.2879,31.3266,33.9336,182.3133,237.5591,152.3977,87.2944,59.6568,85.5432
2023-07-25,173.9,265.28,293.3494,427.7,525.34,224.7746,346.9347,33.4188,99.5541,148.1998,129.13,45.6583,191.952,163.2704,121.7686,52.0492,397.8083,30.8469,33.5265,182.7335,235.5362,151.2595,92.7656,59.4562,84.5851
2023-07-26,175.0333,264.35,297.4338,422.67,514.55,224.327,333.877,33.6736,98.9983,148.354,128.15,45.4314,192.8245,163.583,128.8031,52.2356,398.9285,31.0963,33.6622,182.9627,233.9671,152.1662,90.8337,60.2203,84.8123
2023-07-27,174.8,255.71,310.5238,413.17,513.97,223.8994,326.9082,33.8598,99.3092,146.5904,128.25,45.8792,191.5555,164.5017,128.9326,52.046,391.0869,30.655,33.1134,180.0311,231.3423,150.4879,91.3879,59.6377,84.3184
2023-07-28,174.4667,266.44,324.2414,425.78,528.87,224.3469,334.47,36.0943,98.1222,150.7344,132.21,46.7288,194.143,165.2499,132.1011,52.2912,389.5602,30.607,32.9945,181.7308,232.635,151.3463,90.5724,59.6759,85.079
2023-07-31,183.8667,267.43,317.3876,438.97,546.17,223.7602,332.0483,35.0555,101.0237,150.6284,133.68,46.7078,194.7576,158.6675,132.2406,52.2748,390.8689,30.7029,32.9853,179.0093,234.5889,152.3591,90.4536,59.1506,87.8053
2023-08-01,178.7333,261.07,321.4819,438.62,549.1,223.0243,332.4634,35.0849,100.4396,150.5802,131.69,46.4859,193.9249,159.9556,131.0748,52.0296,393.6347,30.3383,32.5737,178.3982,236.6118,151.6067,89.646,58.9978,87.9436
2023-08-02,175.6,254.11,313.1139,429.7,530.3,219.2753,323.7253,33.703,99.1867,150.9078,128.21,44.2489,190.921,160.9216,127.9163,52.0656,386.6457,29.9258,32.3359,179.821,234.4211,149.8898,88.6563,59.1792,85.2469
2023-08-03,169.4333,259.32,311.9982,431.0,523.76,214.3627,322.8951,34.1735,100.9106,151.3029,128.91,44.4948,189.5231,161.613,127.986,52.0786,389.6099,30.1369,32.0157,178.6846,235.6052,150.8062,88.9651,58.8736,84.4468
2023-08-04,173.9333,253.86,309.5475,431.6,526.88,213.3981,324.0021,34.562,101.1933,149.6454,139.57,44.6597,180.4222,160.0977,127.6473,51.7778,387.9642,30.0313,32.034,176.2782,235.8322,150.4879,89.5193,57.9854,85.2469
2023-08-07,175.3333,251.45,315.3553,440.76,529.73,214.8599,326.3053,34.6505,100.986,151.2259,142.22,45.3964,177.3092,163.9429,131.0549,52.4809,393.4364,30.5878,32.6377,178.465,238.3189,151.2016,90.8416,58.4438,85.7704
2023-08-08,162.4,249.7,311.4503,438.3,520.6,210.4048,322.2921,34.4439,101.4853,151.3897,139.94,44.6437,178.2511,164.0186,130.9254,52.5332,389.7883,30.0025,32.6011,176.1255,236.1283,150.3528,89.9073,58.1859,87.0546
2023-08-09,156.6333,242.19,304.0486,428.9,513.78,204.7166,318.5161,33.7161,103.2092,151.1969,137.85,42.5347,176.6549,163.9144,129.1917,52.6182,390.2642,29.6091,32.7841,175.6862,236.592,148.3369,88.8146,58.3196,86.4224
2023-08-10,162.4667,245.34,304.5765,429.98,515.83,207.0933,319.2079,34.1095,103.7368,150.4453,138.56,42.3688,176.4368,163.0621,129.2216,52.5919,393.7041,29.6859,32.6743,175.4665,237.4324,148.1151,89.9231,58.1859,90.6403
2023-08-11,156.9667,242.65,300.4922,421.66,508.45,207.5408,317.3101,34.3161,105.3476,151.3223,138.41,40.8365,176.4964,164.6532,129.092,52.9004,391.5628,30.0217,32.967,175.7435,237.3137,148.9735,90.7387,58.4247,87.9337
2023-08-14,157.6,239.76,305.0248,427.78,522.25,210.8821,320.3052,35.0931,105.4324,150.1369,140.57,43.7331,178.1543,164.2649,130.8556,52.5066,395.1316,29.6763,32.9945,175.3424,240.1413,149.2822,91.4909,58.1477,87.7263
2023-08-15,161.5,232.96,300.801,423.7,518.7,207.6204,318.1503,34.198,102.7256,149.1731,137.67,43.9201,176.1589,163.7913,129.3112,52.2375,391.0374,28.7264,32.3725,173.1747,237.1061,145.4819,90.1448,57.7561,85.9976
2023-08-16,164.6,225.6,293.1701,415.45,514.49,205.8403,317.3777,32.9784,100.997,147.6505,135.07,43.4663,175.2853,163.2704,128.2351,52.2638,390.9581,28.1028,32.4548,173.041,236.5723,144.8646,89.9231,57.7657,85.2963
2023-08-17,156.0333,219.22,284.0051,403.0,511.67,202.7078,313.8909,32.0441,102.9536,146.5904,133.98,43.3243,172.734,164.8047,129.4507,51.0922,389.2232,28.0932,33.397,170.4055,234.6741,143.3599,87.8566,57.8898,84.8715
2023-08-18,152.9667,215.49,282.1721,404.53,508.13,203.6923,313.4947,32.2113,104.5111,147.0048,133.22,43.2794,173.2204,163.3652,126.9996,51.8273,388.7771,27.9301,33.5342,170.1476,235.465,143.6879,88.5138,58.2146,84.911
2023-08-21,153.8333,231.28,288.7968,408.29,520.47,207.869,318.8437,32.5948,103.248,146.2628,134.68,46.9457,174.5606,158.497,127.9063,51.6895,389.7982,27.9685,33.8543,169.0686,236.7403,144.1797,88.6959,57.7179,84.832
2023-08-22,159.2333,233.19,286.5056,413.17,519.48,205.6116,319.4182,32.349,102.6686,146.3206,134.25,45.6473,175.9405,157.2374,128.6138,51.5254,394.398,27.2872,33.6988,167.7794,237.8377,141.1897,88.4108,57.3645,84.7431
2023-08-23,150.9667,236.86,293.1203,427.55,530.71,207.9684,323.9154,33.421,101.7663,147.689,135.52,47.0946,179.8022,155.8262,131.8919,51.8831,397.5902,27.2968,33.5342,170.0903,239.5481,142.1446,89.844,57.5651,84.7826
2023-08-24,148.1333,230.04,285.6588,406.93,512.43,204.3685,316.9518,32.0539,101.0065,147.0048,131.84,47.1416,175.0966,156.3566,129.3112,51.486,394.2295,27.4599,33.0768,169.1927,236.7502,142.0095,87.9199,57.4123,81.4636
2023-08-25,141.2333,238.59,284.4135,416.03,525.06,208.3065,319.9333,32.703,102.8111,147.9685,133.26,45.9971,177.3104,158.5984,129.4109,51.7912,399.4044,27.3448,33.2781,171.3317,239.815,141.8359,88.6563,57.6797,82.3428
2023-08-28,144.8667,238.82,289.1555,418.06,529.92,210.544,320.6466,33.067,103.6754,148.1998,133.14,46.8138,178.879,156.7287,130.5368,52.0866,403.915,27.5943,33.1225,172.1243,241.0607,142.3278,90.2319,57.8421,83.133
2023-08-29,145.7333,257.18,296.856,429.99,540.57,210.7827,325.3121,33.7456,104.2927,148.2865,134.91,48.7619,182.7804,156.7477,134.0839,52.523,408.0886,27.9876,33.0677,172.7737,242.5536,143.4853,91.3167,57.7848,83.3701
2023-08-30,143.0,256.9,293.9771,434.67,545.36,213.8456,325.6886,33.962,105.3089,148.4503,135.07,49.2416,186.2847,156.1944,135.3892,52.9004,410.329,27.8629,32.839,172.9169,243.4334,142.9066,90.509,57.7561,83.2515
2023-08-31,141.6,258.08,294.764,433.68,559.34,220.2299,324.6683,34.562,105.6034,148.7395,138.01,49.3326,186.5031,154.2388,135.6781,53.3631,409.07,27.7372,32.3633,171.0946,242.8897,141.1415,90.6278,57.1448,82.6589
2023-09-01,139.1333,245.01,295.2522,439.88,563.21,220.2995,325.5598,36.0078,107.8163,148.9033,138.12,48.487,188.0815,153.094,135.17,53.0219,411.9747,28.0371,32.7292,168.5944,245.2921,141.6141,90.4536,56.6482,80.6438
2023-09-05,143.8667,256.49,299.0078,448.68,564.88,217.4753,330.4037,36.1061,107.8258,146.9084,137.27,48.526,188.3197,153.2848,135.2796,52.5952,407.9398,27.7178,32.3633,167.4789,242.5536,140.0515,89.3768,56.1802,80.1992
2023-09-06,148.2,251.92,298.0316,445.76,561.94,220.389,329.74,36.3717,108.7565,146.6193,135.36,47.0435,181.5791,150.7377,133.9743,52.989,409.6053,27.4663,31.4394,168.027,243.3642,139.82,89.2184,56.142,79.9918
2023-09-07,161.3333,251.49,297.5334,443.14,560.46,221.294,326.798,37.5519,108.2247,148.0167,137.85,46.2238,176.2681,152.6647,134.7714,53.6454,411.0329,27.2147,31.3571,169.6329,244.3331,138.624,88.5138,55.7122,79.5868
2023-09-08,162.3333,248.5,296.7564,442.8,560.36,223.5116,331.1169,37.3847,109.8013,147.3806,138.23,45.5551,176.8836,153.1703,135.8874,53.7438,411.251,27.4372,31.3297,169.5079,244.4814,138.7301,88.4583,55.7122,80.5845
2023-09-11,176.8667,273.58,306.3896,445.36,564.5,224.0585,334.7523,37.9552,108.4241,149.1346,143.1,45.1612,178.055,155.1737,136.4254,53.9309,413.085,27.5533,31.0461,172.0659,244.4122,139.3378,90.4695,56.2375,81.513
2023-09-12,154.2,267.48,300.5121,434.69,542.21,220.4288,328.6404,38.2208,111.5868,146.5133,141.23,44.8533,175.0172,156.0513,134.8512,53.9899,412.6686,28.0274,31.2382,171.4312,244.4913,141.1511,91.0554,55.6835,82.6589
2023-09-13,143.5333,271.3,303.8991,412.24,553.56,217.5847,332.89,38.0732,110.5896,147.5348,144.85,45.4681,172.9425,156.4425,136.2162,54.0031,412.6983,27.9403,31.1742,172.7871,245.0153,141.2186,89.9469,55.8172,82.4613
2023-09-14,149.1333,276.04,310.5338,400.49,552.16,217.5648,335.5051,38.0339,112.5651,149.1539,144.72,45.5641,174.4613,156.204,137.6012,54.2295,409.764,28.2499,31.2382,174.2776,238.7572,143.9579,91.57,56.2793,83.4491
2023-09-15,141.1667,274.39,299.1672,396.94,528.89,213.418,327.1051,37.2569,110.8365,147.9011,140.39,43.8837,173.7366,154.0193,136.9037,54.0293,410.7256,27.9016,31.165,172.9409,238.3321,143.5335,91.4434,55.7787,84.5357
2023-09-18,155.7,265.28,301.3987,394.4,532.42,213.8058,325.956,37.3651,111.7293,148.46,139.98,43.9497,176.6751,154.9924,137.7108,53.629,413.5212,27.8242,30.7717,172.4986,241.8813,143.8325,92.2985,56.1253,83.9825
2023-09-19,169.7667,266.5,303.9091,396.2,541.69,214.5019,325.5499,35.7422,111.4349,148.0264,137.63,43.5038,177.7671,154.7348,137.5414,53.6158,409.9523,27.7178,31.0918,171.4793,240.7937,143.6492,92.0134,56.0098,80.9401
2023-09-20,158.1,262.59,298.5297,386.3,535.78,211.8467,317.7442,34.1194,110.5516,147.9011,135.29,42.2233,174.2132,155.4122,133.2569,53.7898,406.9684,27.621,30.7534,171.537,239.1131,143.0416,90.9366,56.2601,81.5525
2023-09-21,169.6333,255.7,294.6046,384.15,513.88,207.4513,316.5159,34.08,108.994,146.6193,129.33,41.0018,172.6645,154.2197,129.9689,53.1367,399.8703,27.1373,30.049,168.652,233.9227,141.9227,89.4639,55.3936,81.7205
2023-09-22,184.9,244.88,297.9419,379.81,512.9,205.2834,314.0197,33.6177,109.1649,146.0796,129.12,41.5945,173.5182,153.1131,129.7795,53.2778,398.7401,26.7407,29.9027,168.5463,232.4101,140.5627,88.0862,55.4514,80.2585
2023-09-25,171.2333,246.99,299.6852,384.8,511.6,205.1939,314.5447,33.7259,110.3901,145.193,131.27,42.2063,174.7989,152.8841,130.6364,53.5141,399.0078,26.702,30.168,167.6423,230.7096,141.2572,88.522,54.8738,80.0214
2023-09-26,165.9667,244.12,297.8224,379.25,506.3,201.3653,309.1956,33.2735,110.5611,143.9017,125.98,41.8954,170.7088,151.7012,128.1056,53.327,391.9594,26.286,29.6374,165.9018,227.0417,139.7911,87.1037,54.4213,79.0732
2023-09-27,155.6333,240.5,296.607,377.59,502.6,201.604,309.8395,34.0407,114.1607,141.9935,125.98,42.4522,169.19,149.8791,130.0685,53.0711,392.0585,26.3827,29.363,163.0649,226.8934,140.6109,87.8643,53.8629,78.925
2023-09-28,149.4333,246.38,302.8033,376.36,504.67,202.0713,310.6815,34.6013,113.4673,141.0298,125.98,43.073,169.4481,149.6597,131.8321,53.3402,395.9842,26.6633,29.3538,162.9976,229.0289,142.3568,89.0132,53.7282,79.1522
2023-09-29,153.0333,250.22,299.0676,377.6,509.9,201.6537,312.7715,34.9652,111.6723,140.5672,127.12,43.4828,169.9643,148.5817,130.3873,52.4837,392.4848,26.4891,30.3417,162.9399,227.3976,139.8779,87.5949,53.8918,80.061
2023-10-02,156.1333,251.6,305.6524,380.33,521.13,202.5785,318.7645,34.8767,109.8203,139.9215,129.46,44.7654,172.4858,148.0093,133.6854,52.5394,392.4253,25.8312,31.0461,162.6803,228.6433,138.6722,86.2004,53.4105,80.6734
2023-10-03,153.4333,246.53,299.7948,376.75,507.03,198.7201,310.4338,35.1029,110.0102,140.2106,124.72,43.5008,171.1456,148.1906,131.9517,52.208,387.6767,25.067,31.0095,161.2667,226.2113,137.6498,85.3843,52.8329,78.5694
2023-10-04,153.3333,261.16,304.4171,376.9,518.42,200.7487,315.9513,35.339,105.8978,140.6732,127.0,44.0247,172.3965,148.3623,134.7515,52.8348,390.3534,25.096,30.4698,162.4302,228.5939,138.2671,86.2479,52.9869,78.3521
2023-10-05,156.5,260.05,303.6302,372.59,516.44,200.888,316.3475,35.2996,103.5139,138.582,125.96,44.6714,173.6374,149.9077,134.5821,52.2047,391.3561,25.2121,30.6162,153.9582,230.8282,138.8501,86.1449,50.4261,79.8239
2023-10-06,155.8667,260.53,314.2296,381.51,526.68,206.2082,324.173,35.5947,101.7853,138.8614,127.96,45.745,176.1986,150.3847,137.0831,51.3285,395.0989,25.2217,30.3052,154.1409,232.3705,140.9878,88.3239,51.1578,81.9279
2023-10-09,161.2667,259.67,317.1485,385.95,529.29,206.069,326.7089,35.4668,105.3469,138.1579,128.26,45.2562,177.6877,151.2433,137.92,51.1415,391.8922,25.4539,30.3692,155.1699,231.7773,140.6671,87.3652,50.9075,83.6664
2023-10-10,161.7667,263.62,320.6153,373.32,532.72,205.7309,325.2924,35.8307,104.9005,139.5264,129.48,45.781,177.0921,151.0716,137.5613,51.719,397.4816,26.1312,30.3417,158.0933,233.9128,141.5222,88.3318,52.0146,83.9529
2023-10-11,157.3,262.99,326.5725,365.93,549.91,205.7011,329.2843,36.2733,101.1395,137.811,131.83,46.7886,178.4918,148.9919,140.0423,51.9258,396.9256,26.1408,30.2869,156.3815,233.0032,142.008,89.7422,51.7065,83.8146
2023-10-12,155.2,258.87,322.9265,361.2,559.63,204.5376,328.0362,36.234,101.1205,138.1194,132.33,46.9276,179.3952,149.135,138.468,52.1621,397.015,26.0247,30.1131,152.0157,234.0908,141.6777,88.213,50.8401,83.3207
2023-10-13,147.6333,251.12,313.4925,355.68,548.76,203.4536,324.6386,35.3783,104.3497,139.4397,129.79,45.4441,177.5487,149.6311,136.8639,52.4508,395.1584,25.8893,29.3721,153.862,234.9707,143.8056,86.6679,50.9171,83.3207
2023-10-16,143.1,253.92,319.9279,360.82,550.74,207.3717,329.5023,35.9586,104.4257,140.7696,132.55,46.0779,177.4196,150.2798,138.5976,52.9037,398.2658,26.1118,30.4332,154.9006,237.3434,143.6598,86.4777,51.437,84.6641
2023-10-17,136.2333,254.85,322.767,355.72,560.09,208.6745,328.9277,35.4668,105.7933,140.9527,131.47,43.9217,175.8611,148.906,139.2153,52.9726,398.8714,26.7213,29.9576,154.2179,238.4606,143.3489,87.175,52.0531,85.1481
2023-10-18,133.8,242.68,315.7638,346.19,557.87,203.6923,326.9961,35.0537,107.2749,144.5859,128.13,42.1803,174.5606,145.7007,137.4617,53.012,390.3732,26.4214,28.7318,155.8142,234.7729,141.7748,85.2337,52.0338,83.6467
2023-10-19,127.6,220.11,311.6196,401.77,555.74,207.1629,328.1947,35.0832,107.3414,143.7722,128.4,42.0854,174.1834,145.3096,137.2525,52.7593,385.0717,26.0828,28.5306,154.4006,231.1545,141.1724,84.7424,52.3226,82.2341
2023-10-20,124.0333,211.99,307.4755,400.96,540.96,202.5984,323.5886,34.3456,105.4989,143.5783,125.17,41.3716,171.6221,145.9583,135.1102,52.0997,381.6367,25.4539,28.0366,153.862,230.7294,138.8987,84.0531,52.5344,81.6414
2023-10-23,119.4667,212.08,312.8151,406.84,540.41,200.878,326.2136,33.2932,103.9508,143.6752,126.56,42.959,171.7413,144.4224,136.007,52.8381,380.902,24.738,28.2104,153.939,228.9004,137.004,84.5364,52.0627,82.0859
2023-10-24,119.9333,216.52,311.3606,413.73,539.56,203.0857,327.4121,34.021,102.944,145.3724,128.56,43.6468,172.1781,144.2697,138.3086,53.5732,384.1187,24.6413,27.8354,155.968,231.9849,137.1691,90.0275,53.5645,81.5525
2023-10-25,125.1,212.42,298.3902,411.25,521.14,195.9655,337.4565,32.2899,103.134,146.0513,121.39,41.7635,169.8551,144.5941,125.1563,53.4124,383.523,24.7187,28.1098,156.1219,234.16,136.421,88.11,54.0266,79.6066
2023-10-26,128.5667,205.76,287.2527,403.54,514.28,195.16,324.7971,31.9851,102.1937,145.2754,119.57,40.311,165.6757,142.1424,121.8383,53.0875,361.9597,25.2701,28.5031,155.218,228.6532,136.7708,86.2083,53.6993,78.8065
2023-10-27,125.1333,207.3,295.6008,397.87,508.12,195.4782,326.6989,34.9554,100.2467,142.7151,127.74,40.485,166.996,138.8989,121.7287,52.8906,361.4534,24.351,27.5427,153.4966,226.6661,131.8445,84.267,53.1794,78.362
2023-10-30,137.8667,197.36,301.5082,410.08,526.94,198.1632,334.1282,35.1029,100.5602,144.7517,132.71,41.1457,169.051,140.263,124.0104,53.4977,369.7332,24.8541,27.9451,156.0546,230.4328,133.5254,87.0086,54.0555,79.6955
2023-10-31,144.2667,200.84,300.1236,411.69,532.06,199.7145,334.9207,35.8996,100.5317,145.4985,133.09,40.7649,169.5275,141.5128,123.6318,53.6257,373.6349,25.483,27.9543,157.0162,232.4298,135.119,86.0736,54.3828,80.5944
2023-11-01,159.0667,205.66,310.6633,420.19,544.5,202.7774,342.8055,36.6766,100.3322,145.0911,137.0,42.3093,172.7042,141.8466,125.9933,54.1048,375.0943,25.541,27.9086,158.5452,235.8703,135.0023,84.9802,54.3347,80.0807
2023-11-02,155.7667,218.51,309.687,424.71,558.71,206.9541,345.0343,37.0798,103.6279,146.8659,138.07,43.4898,176.278,143.3253,127.0295,54.3181,379.9291,26.7213,27.8994,160.43,240.4873,137.4121,85.4001,54.9604,82.2736
2023-11-03,156.7,219.96,313.4028,432.36,563.66,206.3176,349.4721,37.5126,102.3647,145.5372,138.6,44.9883,175.3647,144.3747,128.6337,54.0359,383.2649,27.4953,28.5946,160.3916,240.8333,138.9473,86.3034,54.6235,84.0319
2023-11-06,143.1,219.27,314.5983,434.74,565.45,206.2679,353.1669,37.4485,100.5507,146.381,139.74,45.734,177.9259,144.7181,129.7795,54.1081,383.3741,27.4082,28.5214,160.305,240.7246,139.9967,88.5695,54.8449,82.9947
2023-11-07,141.9,222.18,317.6068,434.61,585.2,210.6633,357.1292,38.2576,98.9741,146.0415,142.71,45.9379,180.4971,143.9549,130.4969,54.3608,386.0645,27.2437,28.5855,160.7666,241.99,139.9286,88.5854,55.0471,83.5577
2023-11-08,141.2,222.11,318.5631,436.65,585.31,210.2954,359.774,37.4189,97.7584,145.479,142.08,46.5567,181.5593,143.4302,131.3638,53.9177,386.8885,26.9825,28.1921,160.9686,241.6532,140.6185,90.2097,54.9604,83.4689
2023-11-09,136.4333,209.98,319.3302,435.15,577.74,208.8435,357.2877,37.3004,97.7869,145.8088,140.6,46.9326,181.0828,140.6351,129.7696,53.793,385.1611,26.6342,27.5154,159.7858,239.4042,140.2007,89.6075,54.5465,89.2376
2023-11-10,140.7667,214.65,327.5189,447.24,597.22,212.4434,366.183,38.3464,98.5372,146.8368,143.56,48.3171,185.2876,140.4729,132.1111,54.538,391.5348,26.7794,27.33,160.5166,242.9808,142.2801,91.3348,54.6042,87.1928
2023-11-13,130.4667,223.71,327.9373,444.62,590.34,214.0842,363.2211,37.7248,99.5724,147.8551,142.59,48.6019,183.6971,140.8354,131.6129,55.0269,391.505,26.7987,26.8664,161.334,242.4061,141.6485,91.5329,54.8064,88.3486
2023-11-14,122.1667,237.41,335.0302,448.65,604.33,219.9515,366.7773,38.8892,99.9558,147.5253,145.8,49.6376,186.3213,140.864,133.1374,55.0171,394.7812,28.2693,27.126,161.6609,244.6551,144.2331,92.9037,54.9701,89.9587
2023-11-15,116.5333,242.84,331.4439,461.94,595.31,218.2012,366.9262,40.0733,99.352,146.8465,143.2,48.8698,186.888,141.9516,134.1337,55.7161,393.9671,28.6562,27.9882,160.8339,245.8143,145.4963,92.151,55.0759,92.7838
2023-11-16,115.9333,233.59,332.9183,466.95,602.06,220.22,373.378,42.7771,98.2018,148.2139,142.83,49.4616,188.5778,143.1918,136.4354,51.2071,394.2351,28.5788,27.5988,161.2763,246.27,147.1578,94.2428,55.0182,93.3567
2023-11-17,115.8,234.3,333.765,465.91,602.66,219.9913,367.1049,43.231,100.5979,146.5071,145.18,49.2797,188.5579,142.896,134.8213,50.9807,397.4121,29.0045,27.7379,160.3627,247.2509,148.489,95.0272,55.1241,93.0011
2023-11-20,151.3,235.6,338.6763,474.47,612.7,223.8795,374.6385,44.1487,100.1571,145.7312,146.13,50.3903,190.3074,144.1557,135.7579,50.9642,401.4825,29.0335,27.7935,160.1319,247.6571,148.9456,95.1382,55.2589,93.8704
2023-11-21,166.2,241.2,335.6977,474.95,610.99,223.074,370.3009,43.0633,100.1187,145.0911,143.9,49.9255,189.5022,145.3193,136.4753,51.148,405.9997,28.6949,28.0901,161.3628,249.8962,148.6347,94.9955,55.8654,93.2974
2023-11-22,184.6,234.21,340.1905,478.0,619.72,222.5967,375.0455,43.0929,99.6874,146.4586,146.71,48.6979,190.1682,145.0308,137.9898,50.7575,407.3697,28.6659,28.1087,162.7284,251.3724,148.9845,94.7657,56.2408,93.9099
