,fluxadjflux,TSLA,META,NFLX,ADBE,CRM,MSFT,INTC,XOM,PG,AMZN,NVDA,AAPL,JNJ,GOOGL,WMT,MA,BAC,PFE,PEP,V,JPM,GE,KO,DIS
2012-05-18,134.0333,1.8373,38.0845,9.9943,31.31,36.1928,23.397,18.2928,48.8133,44.0617,10.6925,0.277,15.961,43.8116,14.9708,16.0456,36.6518,5.6211,13.0381,47.0479,25.7106,23.5703,70.9763,24.9119,38.7464
2012-05-21,128.3333,1.918,33.9005,10.2486,32.01,37.0555,23.7807,18.349,49.1548,43.9716,10.9055,0.2818,16.8909,43.8946,15.3126,16.2023,38.14,5.4689,13.0208,46.9513,26.5278,22.8806,71.6131,25.0667,39.2593
2012-05-22,123.9,2.0533,30.882,9.6729,32.01,37.155,23.7887,18.2648,49.1009,43.8051,10.7665,0.2783,16.7612,43.9292,14.9807,16.3797,38.4056,5.589,12.9226,47.0203,27.0231,23.9363,71.8378,24.959,39.2593
2012-05-23,119.9667,2.068,31.8782,10.2729,32.18,37.4434,23.2691,17.8508,49.1548,43.2779,10.864,0.2852,17.1702,43.7563,15.1967,16.5982,38.7447,5.7412,12.7608,46.9651,27.2011,24.1122,71.8378,25.0801,39.1001
2012-05-24,119.7667,2.0187,32.9043,10.0386,31.54,36.3495,23.2371,17.9981,49.4963,43.4027,10.762,0.2776,17.0125,44.0635,15.052,16.7241,38.9992,5.7171,12.7897,47.5245,27.3381,23.9081,72.1,25.4199,39.3035
2012-05-25,118.9333,1.9873,31.7886,10.0314,31.6,36.5459,23.2291,18.0613,49.1788,43.3472,10.6445,0.2843,16.9213,43.6515,14.7496,16.7858,38.4539,5.7252,12.7839,47.4071,27.2468,23.5773,71.9127,25.3089,39.3566
2012-05-29,109.4333,2.1127,28.7303,9.92,32.05,36.2202,23.6288,18.3069,49.0889,43.6663,10.7375,0.2916,17.2217,43.7074,14.8197,16.8809,38.6481,5.9574,12.8128,47.8837,27.4545,23.6688,72.4745,25.3863,40.2233
2012-05-30,113.7667,2.0273,28.0827,9.62,31.29,35.0418,23.453,18.3349,47.8067,43.2293,10.4615,0.2882,17.4293,43.442,14.6673,16.8192,38.2329,5.7729,12.7319,47.4855,26.8177,23.1973,71.3134,25.2517,39.9757
2012-05-31,120.5,1.9667,29.4874,9.0629,31.05,34.4625,23.3331,18.1314,47.1117,43.2085,10.6455,0.285,17.386,43.5956,14.4835,16.9169,37.7619,5.8932,12.6337,47.228,26.2949,23.331,71.5007,25.1407,40.4267
2012-06-01,130.8333,1.8767,27.6145,8.9929,29.82,32.5656,22.7415,17.6403,46.6863,42.6952,10.411,0.2747,16.8822,43.1417,14.2372,16.8475,36.3936,5.6286,12.5009,46.9913,25.6216,22.4723,69.4407,24.589,39.2682
2012-06-04,133.1,1.8587,26.7976,9.2857,30.31,32.6228,22.8215,17.5701,46.6324,42.5912,10.7285,0.2689,16.9815,43.5328,14.4269,16.9605,37.1813,5.5324,12.4836,46.9704,26.0576,21.8178,67.98,24.774,39.277
2012-06-05,139.5667,1.8607,25.7716,9.2614,30.71,33.2493,22.7895,17.8437,46.4946,42.4316,10.6605,0.2767,16.9376,43.442,14.223,16.8346,37.9189,5.6928,12.4778,46.6363,25.9777,22.5146,68.3171,24.6394,39.6573
2012-06-06,143.8667,1.948,26.708,9.4114,31.69,34.0548,23.461,18.2928,48.0404,42.8686,10.882,0.2841,17.1973,43.854,14.4763,16.9451,39.0132,6.1257,12.6569,46.9774,26.5552,23.2747,70.7142,25.1003,40.2675
2012-06-07,132.9667,1.9287,26.2099,9.2343,31.32,33.7018,23.365,18.2016,48.346,43.5345,10.94,0.2726,17.2051,43.854,14.418,16.9297,38.6165,5.9493,12.6742,47.1096,26.6624,23.0917,71.1636,24.9893,40.356
2012-06-08,127.6667,2.0053,26.9969,9.3771,31.65,33.933,23.7008,18.5314,48.4358,43.5276,10.924,0.2779,17.4639,43.9797,14.4733,17.5337,38.6945,6.0616,12.7897,47.5482,26.6099,23.704,71.9127,25.3123,40.8955
2012-06-11,138.0,1.9413,26.9072,9.0,31.13,32.4338,23.1012,18.2367,48.0943,43.3819,10.825,0.2811,17.1886,43.3792,14.1753,17.3563,38.4428,5.8371,12.7666,47.3672,26.5574,23.0987,71.5756,25.1171,40.5063
2012-06-12,146.5667,1.9773,27.2957,9.0029,31.77,32.4637,23.413,18.6086,48.6875,43.5345,10.821,0.2868,17.3387,44.0495,14.0906,17.4052,38.806,6.0055,12.8186,47.6108,26.7423,23.7673,72.9614,25.2988,41.0193
2012-06-13,149.5333,1.9847,27.1662,8.9757,31.79,31.6557,23.2851,18.6226,48.31,43.4027,10.7365,0.2793,17.2184,45.0062,13.9906,17.2381,38.0629,6.0135,12.8186,47.7152,26.2265,24.1404,72.5494,25.2988,40.8866
2012-06-14,154.9333,1.9593,28.1823,8.9514,31.67,32.1604,23.453,18.9314,49.2087,43.8259,10.7225,0.2758,17.1994,45.7046,13.9397,17.382,38.9268,6.1418,13.0323,48.2164,26.5894,24.3867,73.8604,25.6545,41.7268
2012-06-15,147.5,1.994,29.8958,9.3986,32.39,33.4531,23.9965,19.184,49.8618,43.6178,10.9175,0.2818,17.2776,46.0956,14.0759,17.4129,39.6365,6.3342,13.0612,48.3625,27.0254,24.6541,75.1186,25.773,41.6472
2012-06-18,121.9333,2.1227,31.2905,9.5329,32.63,34.01,23.8526,19.2401,49.7959,43.2085,11.133,0.2843,17.6282,46.2981,14.2339,17.508,39.5371,6.222,13.067,48.4461,27.4134,24.3656,74.1796,25.7358,41.6561
2012-06-19,114.2,2.1393,31.7886,9.9757,32.89,34.3109,24.5401,19.3032,50.6167,43.153,11.2015,0.3036,17.6773,46.5914,14.5002,17.4283,39.7182,6.5026,13.119,48.2442,27.6987,24.9005,75.1186,25.6545,42.0187
2012-06-20,106.8333,2.252,31.4797,9.7371,31.99,34.2462,24.7239,19.3945,50.9103,41.8905,11.151,0.3084,17.627,46.7869,14.4,17.6108,39.8334,6.5266,13.0959,47.9658,27.9817,25.6535,75.4942,25.5935,42.2133
2012-06-21,100.8667,2.146,31.7188,9.4057,31.23,33.0081,24.0924,18.7419,49.1967,41.4466,11.0285,0.2944,17.3842,46.361,14.0933,17.4,39.1237,6.2701,13.0554,47.6804,27.2719,24.992,73.979,25.292,41.9214
2012-06-22,91.5333,2.2527,32.9242,9.6943,31.57,34.0871,24.5401,18.9033,49.1967,41.5021,11.108,0.2981,17.5175,46.5286,14.2496,17.2972,40.4158,6.3663,13.1305,47.8196,28.5204,25.3298,75.0396,25.3835,41.9833
2012-06-25,92.9,2.2073,31.938,9.5757,30.85,33.3537,23.8766,18.2788,48.6755,41.1414,11.0035,0.2887,17.1765,46.4378,13.9809,17.5234,39.8065,6.0937,12.9804,47.757,27.6804,24.8582,73.9411,25.3259,41.3023
2012-06-26,101.3,2.1073,32.974,9.5429,31.07,33.6446,23.9965,18.2507,49.3705,41.1136,11.2805,0.2919,17.2144,46.3819,14.0801,17.6262,40.1502,6.1097,12.963,47.9867,28.1119,25.1327,75.0017,25.4309,41.833
2012-06-27,110.2333,2.1307,32.1074,9.4986,31.41,33.7415,24.1164,18.3981,49.8498,41.6061,11.281,0.3013,17.2888,46.6752,14.1953,17.6288,40.1223,6.23,13.0612,48.5505,28.1758,25.8858,76.2518,25.8577,42.3371
2012-06-28,119.3667,2.094,31.2407,9.6229,31.17,32.762,23.9086,18.1244,49.7899,41.8212,11.0655,0.3036,17.1248,46.745,14.0709,17.5543,39.1358,6.2059,13.015,48.4461,27.7375,25.2524,76.5169,25.9356,42.2929
2012-06-29,122.1333,2.086,30.9817,9.7843,32.37,34.373,24.4522,18.6998,51.2698,42.4871,11.4175,0.3169,17.5747,47.178,14.4638,17.9192,39.9542,6.5587,13.2865,49.1839,28.2191,25.1468,78.9412,26.4843,42.8943
2012-07-02,152.7667,2.0267,30.6529,9.6929,32.19,34.5744,24.4282,18.7138,51.132,42.4455,11.466,0.3084,17.8311,47.4852,14.4738,17.8241,40.8636,6.4545,13.2865,49.2535,28.9016,25.5339,77.6154,26.7316,43.0888
2012-07-03,152.2333,2.044,31.0813,10.2914,32.51,35.1412,24.588,18.8471,51.6952,42.5634,11.4765,0.3164,18.0384,47.5132,14.6573,18.1839,41.0373,6.4625,13.2114,49.2535,28.8377,25.4629,77.3882,26.8129,42.9739
2012-07-05,162.3,2.082,31.3502,11.6743,32.53,35.4072,24.5401,18.6296,51.2698,42.5565,11.353,0.3132,18.3553,47.3316,14.859,18.2688,41.2771,6.2701,13.0959,48.8428,28.9906,24.3984,77.0094,26.5724,42.5494
2012-07-06,166.8667,2.066,31.6093,11.6986,31.37,33.749,24.1324,18.356,50.8085,42.5079,11.2525,0.3072,18.2331,47.2339,14.6112,18.3407,41.0522,6.1418,13.0208,48.8776,28.5958,24.0578,75.7594,26.4708,42.4874
2012-07-09,181.6,2.0993,32.0476,11.8557,30.43,32.6427,23.9805,18.363,50.1195,42.6952,11.2525,0.3031,18.4742,47.3316,14.6119,18.4435,40.0891,6.0616,13.0843,48.7175,28.2237,24.1004,75.9109,26.4132,42.4521
2012-07-10,179.3,2.0847,31.3502,11.4614,30.44,32.0385,23.7727,17.935,49.7959,42.8201,10.975,0.2939,18.3032,47.4014,14.5045,18.5335,39.0648,5.9975,12.963,48.634,27.911,24.3062,74.3199,26.4132,41.886
2012-07-11,171.8667,2.1007,30.8521,11.6629,30.2,31.5513,23.421,17.8157,50.5568,42.5912,10.9185,0.2891,18.1895,47.4154,14.2424,18.572,39.0313,6.1177,12.9053,48.815,27.5595,24.5474,74.5472,26.2371,41.8064
2012-07-12,243.9333,2.18,30.6928,12.1386,30.14,31.7079,22.8854,17.3596,50.4011,44.1866,10.768,0.2843,18.0231,47.2827,14.2247,18.5849,39.4366,5.9975,13.0959,48.6201,27.9932,24.1571,73.6381,25.9593,41.9302
2012-07-13,152.9667,2.2833,30.6031,12.1286,30.65,32.4562,23.4929,17.7174,51.2099,45.1508,10.9195,0.288,18.2057,47.9112,14.3753,18.8085,39.9339,6.2701,13.1768,49.0099,28.3241,25.5978,74.8881,26.1761,42.6201
2012-07-16,145.9333,2.3973,28.1425,11.8543,30.4,31.8198,23.5329,17.6332,50.9583,44.9566,10.8005,0.2889,18.2641,47.7995,14.3354,18.7571,40.6116,6.262,13.3616,48.9681,29.0226,24.9023,74.2063,25.9051,42.3282
2012-07-17,139.9667,2.2233,27.9831,11.6829,30.65,31.519,23.7088,17.8087,51.3657,45.3311,10.8465,0.2836,18.265,48.1836,14.3806,18.7879,40.4991,6.3502,13.6447,48.9542,29.2691,24.8313,74.6987,26.315,43.646
2012-07-18,113.3,2.1433,28.9992,11.61,31.43,33.5377,24.3402,18.3911,51.6533,45.3535,10.8735,0.2994,18.2445,48.4419,14.481,18.7237,40.605,6.0375,13.6736,48.989,29.1755,24.81,75.1532,26.2303,43.646
2012-07-19,103.9333,2.1513,28.8896,11.8743,31.89,34.5843,24.5161,18.2858,51.6533,45.4235,11.3085,0.3024,18.4871,48.5537,14.7877,18.3844,39.7796,5.8211,13.7487,49.0168,28.6209,24.4552,75.0017,26.2676,43.3276
2012-07-20,94.5333,2.1193,28.6506,11.6886,31.38,33.6023,24.0765,17.9069,51.4975,45.2906,11.4145,0.2937,18.1856,47.9252,15.2306,18.5695,39.3343,5.6687,13.6909,48.6967,28.703,24.0578,75.2669,26.0914,42.9739
2012-07-23,100.3,2.044,28.6406,11.42,30.64,32.5681,23.405,17.7245,51.0542,45.0527,11.3005,0.2976,18.1714,47.5621,15.3475,18.4667,38.6679,5.6848,13.6331,48.2651,28.4109,24.441,76.1003,26.0406,42.4344
2012-07-24,103.5333,1.9893,28.3417,11.4843,30.02,31.504,23.3011,17.549,50.6767,44.7938,11.152,0.2944,18.0838,47.0313,15.1495,18.5412,38.1018,5.6447,13.506,47.8823,27.9954,24.6468,75.6457,25.9661,42.5936
2012-07-25,109.1667,1.93,29.2283,8.6114,30.33,31.156,23.0453,17.6332,51.0721,44.7938,10.8525,0.3001,17.3029,47.157,15.16,18.5258,38.3286,5.6687,13.4771,48.9333,27.8927,24.9591,75.7594,26.088,42.7174
2012-07-26,117.8333,1.8753,26.7478,8.1443,30.95,30.9795,23.3091,17.8929,51.839,45.1716,11.0005,0.3015,17.3002,48.002,15.2939,18.9344,39.392,5.7489,13.5696,49.5737,28.9359,25.4132,77.8806,26.7079,43.9644
2012-07-27,127.8,1.9673,23.6198,8.4171,31.9,32.6899,23.7887,18.2577,52.3963,45.5424,11.866,0.3091,17.6096,48.5467,15.8325,19.1529,40.5985,5.8611,13.766,50.2976,29.4768,26.1797,79.2442,27.1008,44.1678
2012-07-30,139.4667,1.8233,23.0619,8.25,31.01,31.2927,23.6928,18.0753,52.4622,45.5494,11.8045,0.3056,17.9066,48.4978,15.7662,19.2711,41.0076,5.8371,13.6967,50.6387,29.8649,25.6474,78.7897,27.4768,44.044
2012-07-31,143.5333,1.828,21.6274,8.1214,30.88,30.9173,23.5569,18.0332,52.0368,45.1576,11.665,0.3104,18.38,48.3372,15.7829,19.1298,40.5818,5.8852,13.8873,50.6248,29.4609,25.5481,78.6003,27.3684,43.4603
2012-08-01,147.0333,1.75,20.8005,7.7857,30.69,30.9695,23.5089,18.1946,52.0727,44.7868,11.6045,0.307,18.2611,48.4489,15.7756,18.9216,39.7108,5.789,13.9573,50.3951,29.0934,25.5481,78.5246,27.4395,43.1773
2012-08-02,139.3333,1.74,19.9637,7.6957,30.58,30.174,23.3331,18.1805,51.4556,44.4369,11.5405,0.3081,18.2906,47.7995,15.6777,19.0321,39.3604,5.7569,13.9456,49.9774,29.5065,24.9591,77.729,27.0127,43.3188
2012-08-03,142.1,1.818,21.0097,7.7014,32.02,31.8894,23.7807,18.5663,52.4562,45.8293,11.7485,0.3146,18.5286,48.2674,15.9913,19.1606,39.4255,5.9574,14.1555,50.7222,29.8968,25.6119,79.3958,27.3785,44.0175
2012-08-06,137.0,1.8847,21.8366,8.1129,32.14,32.9957,23.9406,18.6229,52.3963,46.0462,11.6995,0.3212,18.7348,48.0718,16.0285,19.0912,39.0276,6.1257,14.1438,50.4507,29.9082,25.761,79.4337,27.3142,43.9114
2012-08-07,133.3333,2.0167,20.6412,8.2714,32.37,33.9802,24.1884,18.7574,52.6778,46.3331,11.828,0.3244,18.6854,47.6878,15.9716,19.0167,38.7069,6.1498,13.8407,50.3185,29.7644,26.2648,80.0019,27.0195,44.0528
2012-08-08,138.2667,1.9393,20.6412,8.2571,32.51,33.6993,24.2443,18.8282,52.8936,46.6829,11.719,0.3263,18.6538,47.7297,16.0138,19.2022,39.4552,6.1498,13.8931,50.5134,29.9356,26.3713,79.5852,26.9484,44.6543
2012-08-09,133.8333,1.9607,20.93,8.2729,32.65,34.2487,24.3802,18.899,53.189,46.6899,11.703,0.3373,18.7602,47.7087,16.0168,19.0834,39.5937,6.1899,13.9165,50.2141,29.333,26.201,79.7746,26.84,44.1855
2012-08-10,126.9333,1.996,21.727,8.5571,32.64,34.7658,24.3163,19.0264,53.3338,46.7179,11.6375,0.3352,18.7895,47.9322,16.008,19.0394,39.6021,6.2059,13.9573,50.2071,29.4654,26.2365,79.9261,26.6876,43.9114
2012-08-13,110.8,2.078,21.5178,8.5586,32.27,36.0859,24.2923,18.8919,53.1529,46.515,11.622,0.3396,19.0404,47.8065,16.4571,18.9671,39.5649,6.1899,13.829,50.1097,29.2897,26.2507,79.5094,26.6232,44.0971
2012-08-14,109.9667,1.9613,20.3024,8.8229,32.11,35.442,24.244,18.7433,53.189,46.6899,11.6595,0.3345,19.0914,47.9322,16.6728,19.1247,39.7926,6.238,13.9806,50.2837,29.648,26.3287,79.32,26.6774,43.9467
2012-08-15,103.3667,1.96,21.1193,9.0371,32.91,35.8324,24.3003,18.5946,53.0684,46.627,11.871,0.332,19.0654,47.7297,16.6449,19.2384,39.7006,6.3102,14.0156,50.5482,29.5085,26.3074,79.3958,26.6571,44.1236
2012-08-16,99.8333,2.02,19.7944,9.1871,33.65,36.5359,24.767,18.8211,53.4725,46.8788,12.0775,0.3389,19.232,47.6249,16.7778,18.6441,39.8335,6.3583,14.0039,51.2164,29.6503,26.3287,79.7367,26.7925,44.442
2012-08-17,100.9,2.0007,18.9775,9.0986,33.8,36.6031,24.8636,18.6371,53.3097,46.8788,12.0585,0.3359,19.5877,47.3456,16.8842,18.6027,39.6746,6.4144,13.8698,51.0842,29.4239,26.2436,79.5473,26.779,44.6277
2012-08-20,98.4333,1.9673,19.9339,9.1771,33.92,36.6876,24.7348,18.5663,53.0383,46.7039,12.0175,0.3359,20.1027,47.2757,16.8443,18.6828,39.7108,6.5347,13.9398,51.0424,29.3028,26.5203,79.2822,26.7384,44.6189
2012-08-21,96.3667,1.9407,19.0871,9.3714,33.75,36.705,24.7831,18.4814,52.7428,46.7179,11.9725,0.335,19.828,47.3316,16.694,18.458,39.3492,6.5667,13.8115,50.8197,29.1564,26.9958,78.9791,26.5961,43.9025
2012-08-22,97.1667,1.9967,19.366,9.3429,33.84,36.9486,24.5739,18.2124,52.9056,46.7739,12.155,0.3357,20.2151,47.3107,16.8852,18.5459,39.1531,6.5908,13.8173,50.7361,29.289,26.8468,78.7139,26.2642,43.9202
2012-08-23,98.7333,2.0487,19.366,9.15,33.5,36.4887,24.3486,17.724,52.6523,46.6549,12.06,0.3281,20.0265,47.3037,16.8758,18.4916,38.8863,6.5347,13.8407,50.576,29.0718,26.421,78.1836,25.8171,43.4868
2012-08-24,105.8,1.9667,19.3361,9.0229,32.26,36.9287,24.59,17.632,53.0986,46.8928,12.287,0.3347,20.0444,47.6349,16.9214,18.6337,39.2693,6.5427,13.9981,50.8545,28.9598,26.3784,78.7897,26.0609,43.8318
2012-08-27,113.6333,1.888,19.0771,8.9129,32.32,37.058,24.6946,17.5824,52.9116,46.9558,12.196,0.329,20.4209,47.5574,16.6868,18.7345,39.3594,6.4705,13.9281,50.931,29.1884,26.421,78.9791,25.8577,43.8937
2012-08-28,113.8333,1.9127,19.2664,8.9929,32.06,36.0785,24.6463,17.6957,53.1287,46.8718,12.3055,0.3276,20.3943,47.5715,16.887,18.7112,39.4691,6.3823,13.9048,50.8962,29.129,26.35,78.8276,25.7425,43.8937
2012-08-29,119.2,1.894,19.0273,9.0629,31.96,36.1978,24.6624,17.4621,53.0081,46.7879,12.356,0.3283,20.3542,47.4728,17.1553,18.8043,39.5826,6.4144,13.9689,50.6596,29.2708,26.4706,78.8655,25.3767,44.2563
2012-08-30,130.3333,1.894,19.0174,8.64,31.46,35.4744,24.3969,17.179,52.586,46.7949,12.311,0.3221,20.064,47.3601,16.9974,18.6699,39.1298,6.3422,13.899,50.2419,28.9689,26.1868,78.1836,25.1599,43.7079
2012-08-31,143.4,1.9013,17.9913,8.5314,31.27,36.0934,24.7992,17.5754,52.6463,47.0118,12.4135,0.3217,20.1054,47.5151,17.0825,18.7603,39.3111,6.4064,13.9106,50.4159,29.3233,26.3571,78.4488,25.3361,43.7522
2012-09-04,140.0333,1.876,17.6625,7.99,31.44,36.0089,24.4532,17.2851,52.5378,47.1587,12.394,0.3045,20.3995,47.3953,16.9815,18.9955,39.4487,6.4144,13.864,50.4507,29.3851,26.2648,77.6912,25.2548,43.9202
2012-09-05,134.3667,1.8627,18.5093,7.8514,32.26,35.9815,24.4532,17.2639,52.6644,47.0818,12.311,0.3054,20.2562,47.4023,16.9735,19.0058,39.2367,6.3823,13.9456,50.1688,29.177,26.3358,78.2215,25.4106,44.9196
2012-09-06,132.7333,1.9033,18.8878,8.0929,32.79,37.0157,25.2257,17.7665,53.6655,47.7464,12.569,0.3148,20.4388,47.804,17.4393,19.3314,40.2128,6.7034,14.1905,50.5966,29.6091,27.4571,80.7216,25.8442,45.8659
2012-09-07,135.2333,1.9567,18.9078,8.0943,32.46,37.1848,24.9038,17.1224,54.2263,47.9424,12.957,0.3072,20.5648,47.8322,17.6076,19.0756,40.5474,7.0647,14.1322,50.5616,29.6572,27.89,81.7822,25.6748,45.7598
2012-09-10,113.1667,1.8247,18.7384,7.9886,32.13,37.1276,24.7187,16.4641,53.9609,47.9354,12.8545,0.3045,20.0299,48.0436,17.4734,18.9955,40.6673,6.888,14.0505,50.3792,29.4217,27.5068,81.3655,25.5122,45.5652
2012-09-11,107.9667,1.8533,19.3561,8.1657,32.43,37.4881,24.7751,16.5207,54.0454,47.7604,12.7835,0.3081,19.9649,48.0576,17.2595,19.1376,41.1674,7.2493,14.0914,50.1969,30.0641,28.1029,81.7822,25.5867,45.6006
2012-09-12,103.0333,1.8853,20.8504,8.1729,32.42,37.9655,24.767,16.4145,54.0032,47.6485,12.7815,0.3116,20.2429,48.0224,17.2268,19.1402,41.4965,7.2011,14.033,49.131,30.5146,28.33,82.9186,25.6106,45.7244
2012-09-13,100.6667,1.9653,20.6312,8.2857,32.81,39.0295,24.8958,16.5349,55.0163,48.2152,13.012,0.3136,20.6416,48.6143,17.6048,19.4167,42.3192,7.5463,14.138,49.706,30.8621,29.3803,83.411,26.1562,46.5204
2012-09-14,100.7333,2.026,21.9163,8.6457,33.34,39.6361,25.113,16.5419,55.6616,48.3902,13.0635,0.3173,20.8924,48.2479,17.6956,19.2513,42.2188,7.6668,13.8756,49.4115,30.6952,29.5009,83.7519,25.9994,46.2993
2012-09-17,102.0333,2.1693,21.4381,8.1457,33.41,39.3204,25.113,16.4995,55.4264,48.4531,12.9,0.3086,21.1493,48.0929,17.7031,19.1195,42.1556,7.4661,14.0039,49.3624,30.6083,29.2313,83.5247,26.1562,46.1224
2012-09-18,105.6333,2.0893,21.7868,8.0086,32.57,38.8555,25.0889,16.5419,55.2695,48.4321,12.9375,0.3107,21.2137,48.3043,17.9101,19.1092,42.1072,7.4099,13.9981,49.6008,30.5603,29.2809,84.2444,26.3404,45.9013
2012-09-19,110.9667,2.07,23.2014,8.1486,33.12,39.2756,24.9843,16.3862,54.6183,48.4601,13.084,0.3143,21.2194,48.3395,18.1399,19.2177,42.0059,7.458,14.0855,49.6849,30.8187,29.3377,84.9641,26.2722,46.6088
2012-09-20,118.2667,2.06,22.504,8.3914,34.53,38.7884,25.3061,16.4074,55.1912,48.67,13.0405,0.312,21.1167,48.5509,18.1554,19.3159,42.2188,7.3777,14.2313,49.9584,30.7775,29.2738,85.613,26.354,46.5734
2012-09-21,117.5667,2.0013,22.773,8.2557,33.83,38.5845,25.0969,16.372,55.4324,48.5721,12.8735,0.3134,21.1587,48.6637,18.3018,19.2384,42.7152,7.3135,14.2954,49.4746,30.8667,29.0113,85.9947,25.938,46.6442
2012-09-24,136.4,2.044,20.7109,8.0557,33.42,38.1793,24.767,16.1385,55.4083,48.81,12.74,0.3132,20.8776,48.6214,18.6855,19.3133,42.322,7.3055,14.4295,49.5798,30.5786,29.2596,85.3458,25.9994,46.8034
2012-09-25,140.1,1.844,20.2028,7.6857,32.9,37.8213,24.4532,15.9544,55.3238,48.691,12.623,0.3075,20.3563,48.8469,18.68,19.1893,41.9715,7.169,14.482,49.3343,30.7661,28.7771,85.1549,25.6993,46.4673
2012-09-26,139.5333,1.836,20.5415,7.8757,32.53,37.0282,24.2762,16.0323,55.0163,48.4881,12.4835,0.3022,20.1036,48.6214,18.7872,19.1712,41.4435,7.0807,14.4761,49.3834,30.2996,28.5571,84.3534,25.7538,45.9367
2012-09-27,134.4,1.8993,20.2427,7.9357,32.8,38.0823,24.2681,16.3437,55.36,48.4881,12.8295,0.3045,20.5914,48.6284,18.8631,19.1169,42.0319,7.2011,14.5519,49.5377,30.6175,28.8693,86.758,26.129,46.5027
2012-09-28,138.9,1.952,21.5776,7.7771,32.44,37.9605,23.9463,16.0394,55.149,48.5301,12.716,0.3058,20.1616,48.558,18.8132,19.0704,41.9678,7.0887,14.4878,49.6289,30.702,28.7274,86.6817,25.8698,46.2374
2012-10-01,128.3,1.944,21.9063,8.0071,32.62,37.5751,23.729,16.1102,55.36,48.5931,12.6005,0.3008,19.9286,48.713,18.9947,19.135,42.4707,7.1931,14.5986,49.5447,31.2622,29.0751,87.0634,26.1767,46.0516
2012-10-02,118.5667,1.9867,22.1853,8.0657,32.57,38.0226,23.8658,16.1668,55.3118,48.1313,12.53,0.302,19.9866,48.5932,18.8753,19.0575,42.5413,7.169,14.6452,49.5236,31.0953,29.0396,86.987,26.1494,45.6713
2012-10-03,111.6667,1.9533,21.7469,8.94,32.6,39.0419,24.0268,15.9615,55.2997,48.3971,12.796,0.299,20.2931,48.6214,19.0127,19.1738,44.0389,7.3135,14.7618,49.5798,31.6715,29.2112,87.4451,26.0812,46.4054
2012-10-04,108.6333,1.96,21.8665,9.5243,32.68,39.2383,24.1635,15.9049,55.6133,48.5441,13.0235,0.3123,20.1526,48.8116,19.151,19.3082,44.143,7.5544,14.7793,49.699,31.9344,29.8975,87.5977,26.1426,46.5469
2012-10-05,106.3333,1.926,20.8304,9.5086,32.47,38.4676,24.0187,16.0535,55.8123,48.719,12.9255,0.3049,19.7231,49.0794,19.1411,19.4141,44.2071,7.4821,14.8784,49.8603,32.0693,29.8189,88.2466,26.3131,46.8476
2012-10-08,103.7333,1.95,20.3224,10.5029,32.23,38.1867,23.9624,15.9332,55.8907,48.3482,12.953,0.302,19.2873,48.9314,18.8965,19.4451,43.8965,7.45,14.8085,49.9234,31.7149,29.7831,87.4832,26.3131,46.2816
2012-10-09,106.5667,1.8913,20.153,9.3614,31.69,37.8237,23.5601,15.5014,55.559,48.0683,12.548,0.2955,19.2172,48.2056,18.5536,19.1583,43.2407,7.3938,14.756,49.8673,31.2645,29.583,86.3382,26.2995,45.5564
2012-10-10,112.0667,1.8933,19.5653,9.3571,31.51,37.3315,23.3187,15.4023,54.8957,47.6765,12.2495,0.2905,19.3701,48.0718,18.5653,19.489,42.9812,7.3938,14.6685,49.2923,31.42,29.8618,85.613,25.9789,45.291
2012-10-11,116.7,1.888,19.6748,9.4257,31.78,37.9406,23.2945,15.3457,54.9801,47.5785,12.211,0.2921,18.9829,47.8956,18.7379,19.3831,43.956,7.4982,14.6452,48.9627,31.7927,30.0977,85.9183,25.9925,44.5216
2012-10-12,120.7,1.8427,19.4457,9.19,31.94,38.1096,23.4957,15.2041,54.8957,47.5365,12.118,0.2896,19.0316,47.8956,18.5701,19.5898,44.0295,7.3216,14.6452,49.1239,31.8087,29.7546,85.8038,26.0744,44.7427
2012-10-15,136.0333,1.822,19.4457,9.2514,32.33,38.3234,23.7451,15.3811,55.1852,48.0753,12.209,0.2932,19.1842,48.3395,18.4761,19.9361,44.2583,7.5784,14.9076,49.3273,31.9847,30.2979,86.4145,26.0062,44.9196
2012-10-16,136.3,1.8707,19.4059,9.4357,33.24,38.6491,23.729,15.8199,55.7098,48.2782,12.197,0.3017,19.6385,49.009,18.5688,19.8741,44.555,7.5945,15.0417,49.2993,32.2751,30.6196,86.4145,25.8493,45.3176
2012-10-17,133.7,1.9213,19.8043,9.7886,33.44,37.697,23.8095,15.4236,56.3189,49.0062,12.3745,0.2994,19.4819,50.0307,18.8379,19.9051,44.9261,7.5784,15.065,49.159,32.5952,30.9699,87.4451,25.7402,46.2462
2012-10-18,136.7667,1.8693,18.9078,9.6229,33.47,37.3166,23.7371,15.3386,56.3732,49.0062,12.2425,0.2948,19.1202,51.1018,17.3296,19.7836,44.2592,7.6025,15.1816,49.6218,32.4397,30.7483,87.0634,25.8084,46.3612
2012-10-19,140.7,1.8493,18.9277,9.2829,33.24,37.0456,23.0451,15.0555,55.5711,48.3713,12.0,0.2776,18.4311,50.6367,17.0002,19.5407,43.7225,7.5784,15.0183,49.0047,32.003,30.255,84.0862,25.5083,45.9013
